OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-NY,USGS New York Water Science Center,USGS-425900078120001,GS 216,Well,,04120104,,,,,42.98447220000000,-78.1611667000000,24000,1,minutes,Interpolated from MAP.,NAD83,890,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,037,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,19630326,69,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425903076093101,OD1815,Spring,,04140201,,,,,42.98423280000000,-76.1582581000000,24000,1,seconds,Interpolated from MAP.,NAD83,478,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425916074175101,FU 272,Well,,02020004,,,,,42.98777778000000,-74.2970556000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,740,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,035,,,Canajoharie Shale,Unconfined single aquifer,,65,ft,65,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425918075143801,OE1112,Well,,02020004,,,,,42.98845556000000,-75.2440388900000,24000,Unknown,Unknown,Unknown.,NAD83,927,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,065,,,,,,60,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425942074125601,FU1265,Well,,02020004,,,,,42.99488889000000,-74.2155000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,769,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,035,,,Trenton-Black River Group,,20050927,300,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425944076385301,CY 680,Well,,04140201,,,,,42.99530556000000,-76.6478611000000,24000,.1,seconds,Interpolated from MAP.,NAD83,495,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,011,,,Camillus Shale,,20030821,125,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425957074412101,MT 407,Well,,02020004,,,,,42.99916667000000,-74.6887222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,320,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,057,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,,68,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-426400078130001,WO 350,Well,,04130002,,,,,42.65088889000000,-78.1994167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1659,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,121,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,19920516,150,ft,150,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430013073370419,"Saratoga Battlefield NHS, Stop 8, well 1",Well,,02020003,,,,,43.00058330000000,-73.6189444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,225,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,091,,,Sand and Gravel,,,28,ft,28,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430014075141901,OE2247,Well,,02020004,,,,,43.00388889000000,-75.2386111000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1047,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,065,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,22,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430021073485001,SA 164,Well,,02020003,,,,,43.00595830000000,-73.8139861000000,24000,Unknown,Unknown,Unknown.,NAD83,331,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,,,,,,40,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430022076200901,OD1861,Spring,,04140201,,,,,43.00616667000000,-76.3359167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,507,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430030073241901,W1274,Well,,02020003,,,,,43.00833330000000,-73.4052777800000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,588,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,115,,,Cambrian System,,20020610,140,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430036076202001,OD1862,Spring,,04140201,,,,,43.01019444000000,-76.3390833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,576,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430047075003001,HE 622,Well,,02020004,,,,,43.01300000000000,-75.0080277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,395,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,043,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,,52,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430047078160201,GS 189,Well,,04120104,,,,,43.01322220000000,-78.2671111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,899,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,037,,,Onondaga Limestone,,19850101,77,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430049077362701,MO 1524,Well,,04130003,,,,,43.01238889000000,-77.6077777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,641,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,055,New York and New England carbonate-rock aquifers,,Vernon Shale,,20030129,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430052073505501,SA1064,Well,,02020003,,,,,43.05425000000000,-73.8496388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,419,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,,,Sand and Gravel,Unconfined single aquifer,,190,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430056078044801,BLACK CREEK AT MORGANVILLE NY,Stream,,04130003,,,,,43.01556944000000,-78.0802000000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,037,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430105076350301,CY 380,Well,,04140201,,,,,43.01805556000000,-76.5841667000000,24000,1,seconds,Interpolated from MAP.,NAD83,485,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,011,New York and New England carbonate-rock aquifers,,Camillus Shale,Unconfined single aquifer,20011212,33.0,ft,35,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430106078050501,GS 312,Well,,04130003,,,,,43.02158330000000,-78.0852500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,780,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,037,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,20001208,60,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430107074591301,HE 623,Well,,02020004,,,,,43.01880556000000,-74.9865277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,390,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,043,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430108075022801,"HE2197, NY",Well,,02020004,,,,,43.01897220000000,-75.0410000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,394,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,,,,,,85,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430127077463701,MO 1605,Well,,04130003,,,,,43.03361110000000,-77.7719444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,597,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,055,New York and New England carbonate-rock aquifers,,Camillus Shale,,20050316,80,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430131078240301,GS 752,Well,,04120104,,,,,43.02527778000000,-78.4006388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,819,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,037,,,Akron Dolomite,,20071008,80,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430138074044601,SA2259,Well,,02020004,,,,,43.02691667000000,-74.0790277800000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,859,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,,,Outwash,,20010614,40,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430139075224501,OE1841,Well,,02020004,,,,,43.02750000000000,-75.3791667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,762,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,065,,,Sand and Gravel,Unconfined single aquifer,20010907,22.5,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430148074495101,HE1145,Well,,02020004,,,,,43.02994444000000,-74.8307777800000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,345,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,,,Utica Shale,Unconfined single aquifer,20021120,278,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430150073513201,SA1091,Well,,02020003,,,,,43.03841667000000,-73.8585277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,420,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,,,Canajoharie Shale,,19890202,61,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430150077405001,MO 1680,Well,,04130003,,,,,43.03083056000000,-77.6808306000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,670,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,055,,,"Akron-Coblesville-Bertie Formations, Undifferentiated",,20071105,70,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430201074283801,FU 606,Well,,02020004,,,,,43.03352778000000,-74.4771944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1083,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,035,,,Quaternary System,,20011219,75,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430212075034901,HE 621,Well,,02020004,,,,,43.03666667000000,-75.0633333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,405,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,043,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,,75,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430220073522601,SA2243,Well,,02020003,,,,,43.03888889000000,-73.8738888900000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,412,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,87,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430221077524001,MO 1402,Well,,04130003,,,,,43.03933330000000,-77.8780833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,639,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,055,,,Camillus Shale,,20000505,73,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430230075543001,M 290,Well,,04140202,,,,,43.04097220000000,-75.9151667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,960,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,053,New York and New England carbonate-rock aquifers,,Onondaga Limestone,,,300,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430247075115501,HE2124,Well,,02020004,,,,,43.04627778000000,-75.1988056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1095,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,,,"Silurian, Upper",,20111219,222,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430248078335601,E1312,Well,,04120104,,,,,43.04677778000000,-78.5655556000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,607,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,029,,,Camillus Shale,,20010412,26,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430300078571201,E3085,Well,,04120104,,,,,43.05010830000000,-78.9533888900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,570,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,029,,,Bedrock,,,68,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430301073212601,W1147,Well,,02020003,,,,,43.05036110000000,-73.3572500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,502,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,115,,,Outwash,Confined single aquifer,20011127,170,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430317076054201,ERIE BLVD OUTFALL TO S BR LEY CR AT SYRACUSE NY,Facility: Outfall,,04140201,0.10,sq mi,,,43.05472220000000,-76.0951111000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,427,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430319073505701,"SA 449, NY",Well,,02020003,,,,,43.05527778000000,-73.8491667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,421,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,,,Canajoharie Shale,,,50,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430320075231601,OE1038,Well,,02020004,,,,,43.05538889000000,-75.3879167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,562,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,065,,,Clinton Group,,,49,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430326076095601,OD1806,Well,,04140201,,,,,43.05728880000000,-76.1652026900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,377,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,Sand and gravel aquifers (glaciated regions),,Outwash,,,90,ft,305,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430330078023901,GS 757,Well,,04130003,,,,,43.05838889000000,-78.0439444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,720,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,037,,,Bedrock,,20071030,75,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430354073481901,SA3130,Well,,02020003,,,,,43.06500000000000,-73.8052777800000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,300,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,51,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430355074072001,FU 660,Well,,02020002,,,,,43.06536110000000,-74.1219444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,982,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,035,,,Beekmantown Group,,20020419,143,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430359075415601,M1730,Well,,04140202,,,,,43.06638889000000,-75.6990277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,492,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,053,,,Vernon Shale,,20100427,190,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430415076055901,"LAMSON ST OUTFALL TO S BR LEY CR TRIB, SYRACUSE NY",Facility: Outfall,,04140201,0.09,sq mi,,,43.07090017000000,-76.0997839000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,453,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430429076102701,OD1850,Well: Test hole not completed as a well,,04140201,,,,,43.07465010000000,-76.1737863000000,24000,.1,seconds,Interpolated from MAP.,NAD83,368,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,,Mixed (confined and unconfined) multiple aquifers,20041122,44,ft,91.2,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430429076102702,OD1851,Well: Test hole not completed as a well,,04140201,,,,,43.07467790000000,-76.1737863000000,24000,.1,seconds,Interpolated from MAP.,NAD83,368,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,,Mixed (confined and unconfined) multiple aquifers,20041122,91,ft,91.2,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430444074214301,FU1204,Well,,02020002,,,,,43.07875000000000,-74.3618611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1161,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,035,,,Sand and Gravel,,20060608,235,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430503073314401,W1998,Well,,02020003,,,,,43.08416667000000,-73.5288888900000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,355,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,115,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,188,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430524076084201,LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY,Stream,,04140201,,,,,43.09008330000000,-76.1451388900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430538073395801,SA2788,Well,,02020003,,,,,43.09388889000000,-73.6661111000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,210,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,091,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,52,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430546077065701,WN 957,Well,,04140201,,,,,43.09613889000000,-77.1158056000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,504,feet,0.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,117,,,Vernon Shale,,20080626,103,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430557075181801,MUD CREEK AT NEW YORK MILLS NY,Stream,,02020004,,,,,43.09914167000000,-75.3047611000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,468,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,065,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430559073474201,SA1947,Well,,02020003,,,,,43.09972220000000,-73.7950000000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,350,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,091,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,80,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430601076143101,OD1848,Well: Test hole not completed as a well,,04140201,,,,,43.10040030000000,-76.2414830900000,24000,.1,seconds,Interpolated from MAP.,NAD83,370,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,067,Sand and gravel aquifers (glaciated regions),,Lake Deposits,Mixed (confined and unconfined) multiple aquifers,20041130,44,ft,90,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430601076143102,OD1849,Well: Test hole not completed as a well,,04140201,,,,,43.10040030000000,-76.2414830900000,24000,.1,seconds,Interpolated from MAP.,NAD83,370,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,,Mixed (confined and unconfined) multiple aquifers,20041130,145.0,ft,145.4,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-430602076510501,"WN 802, NY",Well,,04140201,,,,,43.10063889000000,-76.8513611000000,,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,489,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,117,,,,,20030730,78,ft,,,NWIS
